state_code,period_start,period_end,period_type,operator_raw,operator_reported,operator_standard,parent_company,channel,sport_category,handle,gross_revenue,standard_ggr,promo_credits,net_revenue,payouts,tax_paid,federal_excise_tax,hold_pct,days_in_period,is_partial_period,data_is_revised,source_file,source_sheet,source_row,source_column,source_page,source_table_index,source_url,source_report_url,source_screenshot,source_raw_line,source_context,scrape_timestamp
NE,2026-01-01,2026-01-31,monthly,WarHorse Gaming Lincoln,WarHorse Lincoln,WarHorse Lincoln,WarHorse Gaming,retail,,,39678045,39678045,,,,7935609,,,31,False,False,NE_2026_revenue_breakdown.pdf,,,,1,,https://nrgc.nebraska.gov/sites/default/files/doc/Jan%202026%20Monthly%20Gaming%20Tax%20Rev.pdf,https://nrgc.nebraska.gov/gaming/reports,NE/screenshots/NE_2026_12_NE_2026_revenue_breakdown_p1.png,"Sports Betting 396,780.45 396,780.45",,2026-03-28T18:38:08.317044
NE,2026-01-01,2026-01-31,monthly,Grand Island Casino & Resort,Grand Island Casino Resort,Grand Island Casino Resort,Elite Casino Resorts,retail,,,14665645,14665645,,,,2933129,,,31,False,False,NE_2026_revenue_breakdown.pdf,,,,1,,https://nrgc.nebraska.gov/sites/default/files/doc/Jan%202026%20Monthly%20Gaming%20Tax%20Rev.pdf,https://nrgc.nebraska.gov/gaming/reports,NE/screenshots/NE_2026_12_NE_2026_revenue_breakdown_p1.png,"Sports Betting 146,656.45 146,656.45",,2026-03-28T18:38:08.317044
NE,2026-01-01,2026-01-31,monthly,Harrahs Columbus NE Racing & Casino,Harrah's Columbus,Caesars,Caesars Entertainment,retail,,,10175107,10175107,,,,2035021,,,31,False,False,NE_2026_revenue_breakdown.pdf,,,,1,,https://nrgc.nebraska.gov/sites/default/files/doc/Jan%202026%20Monthly%20Gaming%20Tax%20Rev.pdf,https://nrgc.nebraska.gov/gaming/reports,NE/screenshots/NE_2026_12_NE_2026_revenue_breakdown_p1.png,"Sports Betting 101,751.07 101,751.07",,2026-03-28T18:38:08.317044
NE,2026-01-01,2026-01-31,monthly,WarHorse Casino Omaha,WarHorse Omaha,WarHorse Omaha,WarHorse Gaming,retail,,,36942468,36942468,,,,7388494,,,31,False,False,NE_2026_revenue_breakdown.pdf,,,,2,,https://nrgc.nebraska.gov/sites/default/files/doc/Jan%202026%20Monthly%20Gaming%20Tax%20Rev.pdf,https://nrgc.nebraska.gov/gaming/reports,NE/screenshots/NE_2026_12_NE_2026_revenue_breakdown_p1.png,"Sports Betting 369,424.68 369,424.68",,2026-03-28T18:38:08.317044
NE,2026-01-01,2026-01-31,monthly,Lake Mac Casino & Resort,Lake Mac Casino & Resort,Lake Mac Casino & Resort,Lake Mac Casino,retail,,,665426,665426,,,,133085,,,31,False,False,NE_2026_revenue_breakdown.pdf,,,,2,,https://nrgc.nebraska.gov/sites/default/files/doc/Jan%202026%20Monthly%20Gaming%20Tax%20Rev.pdf,https://nrgc.nebraska.gov/gaming/reports,NE/screenshots/NE_2026_12_NE_2026_revenue_breakdown_p1.png,"Sports Betting 6,654.26 6,654.26",,2026-03-28T18:38:08.317044
