state_code,period_start,period_end,period_type,operator_raw,operator_reported,operator_standard,parent_company,channel,sport_category,handle,gross_revenue,standard_ggr,promo_credits,net_revenue,payouts,tax_paid,federal_excise_tax,hold_pct,days_in_period,is_partial_period,data_is_revised,source_file,source_sheet,source_row,source_column,source_page,source_table_index,source_url,source_report_url,source_screenshot,source_raw_line,source_context,scrape_timestamp
NV,2010-01-01,2010-01-31,monthly,ALL,TOTAL,TOTAL,,combined,,29390804598,1534200000,1534200000,,,27856604598,103558500,,0.05219999999946922,31,False,False,NV_2010_01_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Jan-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_01_NV_2010_01_gri_p1.png,"SPORTS POOL (2) | 185 185 15,342 93.23 5.22 | 185 182 63,474 36.73 6.93 | 196 187 143,782 14.78 5.47 |",,2026-04-01T21:20:23.046795
NV,2010-01-01,2010-01-31,monthly,ALL,TOTAL,TOTAL,,combined,football,16766129032,415800000,415800000,,,16350329032,28066500,,0.02480000000038172,31,False,False,NV_2010_01_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Jan-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_01_NV_2010_01_gri_p1.png,"FOOTBALL | 184 184 4,158 325.86 2.48 | 184 184 30,633 18.43 5.21 | 184 184 54,664 97.79 4.81 |",,2026-04-01T21:20:23.046795
NV,2010-01-01,2010-01-31,monthly,ALL,TOTAL,TOTAL,,combined,basketball,11113953488,955800000,955800000,,,10158153488,64516500,,0.08600000000287926,31,False,False,NV_2010_01_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Jan-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_01_NV_2010_01_gri_p1.png,"BASKETBALL | 179 179 9,558 15.96 8.60 | 179 179 19,404 28.18 7.73 | 179 179 39,564 -6.98 4.85 |",,2026-04-01T21:20:23.046795
NV,2010-01-01,2010-01-31,monthly,ALL,TOTAL,TOTAL,,combined,baseball,185754986,-32600000,-32600000,,,218354986,,,-0.17549999976851227,31,False,False,NV_2010_01_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Jan-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_01_NV_2010_01_gri_p1.png,"BASEBALL | 14 14 -326 22.72 -17.55 | 14 14 -1,400 74.91 -13.77 | 14 14 21,498 -9.38 4.39 |",,2026-04-01T21:20:23.046795
NV,2010-01-01,2010-01-31,monthly,ALL,TOTAL,TOTAL,,combined,parlay,478662680,176100000,176100000,,,302562680,11886750,,0.3679000000584963,31,False,False,NV_2010_01_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Jan-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_01_NV_2010_01_gri_p1.png,"SPORTS PARLAY CARDS | 177 177 1,761 272.12 36.79 | 177 177 12,707 56.94 44.47 | 177 177 20,497 2.03 34.11 |",,2026-04-01T21:20:23.046795
NV,2010-01-01,2010-01-31,monthly,ALL,TOTAL,TOTAL,,combined,other,896713615,19100000,19100000,,,877613615,1289250,,0.02130000000055759,31,False,False,NV_2010_01_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Jan-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_01_NV_2010_01_gri_p1.png,"OTHER | 191 -87.16 2.13 | 2,131 -26.68 5.45 | 7,558 -33.03 6.01 |",,2026-04-01T21:20:23.046795
NV,2010-02-01,2010-02-28,monthly,ALL,TOTAL,TOTAL,,combined,,22120582121,1064000000,1064000000,,,21056582121,71820000,,0.04809999999909134,28,False,False,NV_2010_02_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Feb-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_02_NV_2010_02_gri_p1.png,"SPORTS POOL (2) | 185 185 10,640 19.02 4.81 | 185 184 43,461 54.40 5.63 | 195 187 145,482 3.21 5.58 |",,2026-04-01T21:20:25.838416
NV,2010-02-01,2010-02-28,monthly,ALL,TOTAL,TOTAL,,combined,football,7987593052,321900000,321900000,,,7665693052,21728250,,0.040300000000550854,28,False,False,NV_2010_02_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Feb-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_02_NV_2010_02_gri_p1.png,"FOOTBALL | 184 184 3,219 305.06 4.03 | 184 184 19,037 689.18 4.60 | 184 184 57,088 29.17 5.02 |",,2026-04-01T21:20:25.838416
NV,2010-02-01,2010-02-28,monthly,ALL,TOTAL,TOTAL,,combined,basketball,12990171990,528700000,528700000,,,12461471990,35687250,,0.04070000000053887,28,False,False,NV_2010_02_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Feb-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_02_NV_2010_02_gri_p1.png,"BASKETBALL | 180 180 5,287 -26.46 4.07 | 180 180 19,122 -4.40 6.07 | 180 180 37,661 -12.05 4.76 |",,2026-04-01T21:20:25.838416
NV,2010-02-01,2010-02-28,monthly,ALL,TOTAL,TOTAL,,combined,baseball,8999743,-7000000,-7000000,,,15999743,,,-0.7777999882885545,28,False,False,NV_2010_02_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Feb-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_02_NV_2010_02_gri_p1.png,"BASEBALL | 18 18 -70 27.08 -77.78 | 18 18 -1,434 8.11 -68.46 | 18 18 21,524 -9.32 4.39 |",,2026-04-01T21:20:25.838416
NV,2010-02-01,2010-02-28,monthly,ALL,TOTAL,TOTAL,,combined,parlay,209947644,40100000,40100000,,,169847644,2706750,,0.19099999998094763,28,False,False,NV_2010_02_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Feb-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_02_NV_2010_02_gri_p1.png,"SPORTS PARLAY CARDS | 178 178 401 -54.73 19.10 | 178 178 5,094 -2.16 33.26 | 178 178 20,013 -0.73 33.32 |",,2026-04-01T21:20:25.838416
NV,2010-02-01,2010-02-28,monthly,ALL,TOTAL,TOTAL,,combined,other,921779141,180300000,180300000,,,741479141,12170250,,0.19560000002213113,28,False,False,NV_2010_02_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Feb-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_02_NV_2010_02_gri_p1.png,"OTHER | 1,803 985.19 19.56 | 1,642 -21.31 6.30 | 9,196 -8.46 7.27 |",,2026-04-01T21:20:25.838416
NV,2010-03-01,2010-03-31,monthly,ALL,TOTAL,TOTAL,,combined,,28131416838,1370000000,1370000000,,,26761416838,92475000,,0.0486999999996232,31,False,False,NV_2010_03_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Mar-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_03_NV_2010_03_gri_p1.png,"SPORTS POOL (2) | 183 183 13,700 123.45 4.87 | 185 184 39,681 72.45 4.98 | 193 185 153,051 13.93 5.76 |",,2026-04-01T21:20:29.541007
NV,2010-03-01,2010-03-31,monthly,ALL,TOTAL,TOTAL,,combined,football,3675381264,-843500000,-843500000,,,4518881264,,,-0.2294999999760569,31,False,False,NV_2010_03_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Mar-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_03_NV_2010_03_gri_p1.png,"FOOTBALL | 26 26 -8,435 -22.95 | 26 26 -1,054 86.67 -0.43 | 26 26 55,518 21.49 4.88 |",,2026-04-01T21:20:29.541007
NV,2010-03-01,2010-03-31,monthly,ALL,TOTAL,TOTAL,,combined,basketball,26406084656,1996300000,1996300000,,,24409784656,134750250,,0.07560000000024236,31,False,False,NV_2010_03_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Mar-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_03_NV_2010_03_gri_p1.png,"BASKETBALL | 181 181 19,963 74.37 7.56 | 181 181 34,805 29.47 6.89 | 181 181 46,172 23.38 5.52 |",,2026-04-01T21:20:29.541007
NV,2010-03-01,2010-03-31,monthly,ALL,TOTAL,TOTAL,,combined,baseball,137931034,4000000,4000000,,,133931034,270000,,0.0290000001015,31,False,False,NV_2010_03_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Mar-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_03_NV_2010_03_gri_p1.png,"BASEBALL | 166 166 40 -63.52 2.90 | 166 166 -357 12.90 -10.76 | 166 166 21,455 -2.61 4.39 |",,2026-04-01T21:20:29.541007
NV,2010-03-01,2010-03-31,monthly,ALL,TOTAL,TOTAL,,combined,parlay,134692963,60100000,60100000,,,74592963,4056750,,0.44619999932735904,31,False,False,NV_2010_03_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Mar-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_03_NV_2010_03_gri_p1.png,"SPORTS PARLAY CARDS | 109 109 601 -7.94 44.62 | 109 109 2,762 37.36 33.43 | 109 109 19,961 -2.45 33.26 |",,2026-04-01T21:20:29.541007
NV,2010-03-01,2010-03-31,monthly,ALL,TOTAL,TOTAL,,combined,other,1426840634,153100000,153100000,,,1273740634,10334250,,0.10729999998023605,31,False,False,NV_2010_03_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Mar-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_03_NV_2010_03_gri_p1.png,"OTHER | 1,531 96.06 10.73 | 3,525 44.85 10.87 | 9,946 13.99 7.54 |",,2026-04-01T21:20:29.541007
NV,2010-04-01,2010-04-30,monthly,ALL,TOTAL,TOTAL,,combined,,16750000000,33500000,33500000,,,16716500000,2261250,,0.002,30,False,False,NV_2010_04_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Apr-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_04_NV_2010_04_gri_p1.png,"SPORTS POOL (2) | 181 181 335 -92.39 0.20 | 185 184 24,674 26.70 3.67 | 193 186 148,982 14.68 5.55 |",,2026-04-01T21:20:33.240706
NV,2010-04-01,2010-04-30,monthly,ALL,TOTAL,TOTAL,,combined,football,66028285,-283400000,-283400000,,,349428285,,,-4.292099968975418,30,False,False,NV_2010_04_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Apr-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_04_NV_2010_04_gri_p1.png,"FOOTBALL | 95 95 -2,834 -12.25 -429.21 | 95 95 -8,043 6.37 -9.94 | 95 95 55,212 19.69 4.85 |",,2026-04-01T21:20:33.240706
NV,2010-04-01,2010-04-30,monthly,ALL,TOTAL,TOTAL,,combined,basketball,8281081081,-306400000,-306400000,,,8587481081,,,-0.03700000000036227,30,False,False,NV_2010_04_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Apr-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_04_NV_2010_04_gri_p1.png,"BASKETBALL | 179 179 -3,064 -1221.86 -3.70 | 179 179 22,183 20.51 4.65 | 179 179 43,340 27.06 5.12 |",,2026-04-01T21:20:33.240706
NV,2010-04-01,2010-04-30,monthly,ALL,TOTAL,TOTAL,,combined,baseball,7069730586,446100000,446100000,,,6623630586,30111750,,0.06310000000330988,30,False,False,NV_2010_04_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Apr-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_04_NV_2010_04_gri_p1.png,"BASEBALL | 178 178 4,461 -14.55 6.31 | 178 178 4,429 -15.35 6.14 | 178 178 20,695 2.69 4.12 |",,2026-04-01T21:20:33.240706
NV,2010-04-01,2010-04-30,monthly,ALL,TOTAL,TOTAL,,combined,parlay,24775962,4700000,4700000,,,20075962,317250,,0.18970000034711063,30,False,False,NV_2010_04_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Apr-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_04_NV_2010_04_gri_p1.png,"SPORTS PARLAY CARDS | 88 88 47 -44.25 18.97 | 88 88 1,048 -35.35 28.41 | 88 88 19,924 -2.79 33.19 |",,2026-04-01T21:20:33.240706
NV,2010-04-01,2010-04-30,monthly,ALL,TOTAL,TOTAL,,combined,other,1478149100,172500000,172500000,,,1305649100,11643750,,0.11670000002029565,30,False,False,NV_2010_04_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Apr-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_04_NV_2010_04_gri_p1.png,"OTHER | 1,725 -7.07 11.67 | 5,057 80.38 13.21 | 9,812 8.68 7.26 |",,2026-04-01T21:20:33.240706
NV,2010-05-01,2010-05-31,monthly,ALL,TOTAL,TOTAL,,combined,,16927927928,375800000,375800000,,,16552127928,25366500,,0.022199999999905483,31,False,False,NV_2010_05_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010May-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_05_NV_2010_05_gri_p1.png,"SPORTS POOL (2) | 179 179 3,758 -32.61 2.22 | 183 181 17,793 10.43 2.87 | 190 183 147,162 13.91 5.52 |",,2026-04-01T21:20:37.203292
NV,2010-05-01,2010-05-31,monthly,ALL,TOTAL,TOTAL,,combined,football,300481142,-193600000,-193600000,,,494081142,,,-0.6443000006968823,31,False,False,NV_2010_05_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010May-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_05_NV_2010_05_gri_p1.png,"FOOTBALL | 68 68 -1,936 -64.43 | 68 68 -13,201 -24.99 | 68 68 54,453 17.97 4.78 |",,2026-04-01T21:20:37.203292
NV,2010-05-01,2010-05-31,monthly,ALL,TOTAL,TOTAL,,combined,basketball,5623762376,-56800000,-56800000,,,5680562376,,,-0.01010000000042676,31,False,False,NV_2010_05_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010May-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_05_NV_2010_05_gri_p1.png,"BASKETBALL | 177 177 -568 -122.61 -1.01 | 177 177 16,331 18.96 4.05 | 177 177 40,260 16.00 4.92 |",,2026-04-01T21:20:37.203292
NV,2010-05-01,2010-05-31,monthly,ALL,TOTAL,TOTAL,,combined,baseball,9348643006,447800000,447800000,,,8900843006,30226500,,0.04790000000134779,31,False,False,NV_2010_05_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010May-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_05_NV_2010_05_gri_p1.png,"BASEBALL | 177 177 4,478 25.06 4.79 | 177 177 8,978 0.76 5.42 | 177 177 21,592 13.15 4.20 |",,2026-04-01T21:20:37.203292
NV,2010-05-01,2010-05-31,monthly,ALL,TOTAL,TOTAL,,combined,parlay,18825911,9300000,9300000,,,9525911,627750,,0.4939999981939785,31,False,False,NV_2010_05_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010May-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_05_NV_2010_05_gri_p1.png,"SPORTS PARLAY CARDS | 105 105 93 3.01 49.40 | 105 105 740 -10.44 41.57 | 105 105 19,926 -2.81 33.19 |",,2026-04-01T21:20:37.203292
NV,2010-05-01,2010-05-31,monthly,ALL,TOTAL,TOTAL,,combined,other,1908577878,169100000,169100000,,,1739477878,11414250,,0.08860000000482034,31,False,False,NV_2010_05_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010May-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_05_NV_2010_05_gri_p1.png,"OTHER | 1,691 195.48 8.86 | 4,945 54.06 10.27 | 10,931 24.95 8.15 |",,2026-04-01T21:20:37.203292
NV,2010-06-01,2010-06-30,monthly,ALL,TOTAL,TOTAL,,combined,,14283870968,885600000,885600000,,,13398270968,59778000,,0.061999999998879854,30,False,False,NV_2010_06_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Jun-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_06_NV_2010_06_gri_p1.png,"SPORTS POOL (2) | 182 182 8,856 74.00 6.20 | 182 181 12,949 -14.08 2.69 | 188 183 150,929 19.00 5.58 |",,2026-04-01T21:20:40.954136
NV,2010-06-01,2010-06-30,monthly,ALL,TOTAL,TOTAL,,combined,football,48858773,-27400000,-27400000,,,76258773,,,-0.5608000020794628,30,False,False,NV_2010_06_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Jun-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_06_NV_2010_06_gri_p1.png,"FOOTBALL | 86 86 -274 -56.70 -56.08 | 86 86 -5,043 -30.10 -391.51 | 86 86 54,354 17.55 4.77 |",,2026-04-01T21:20:40.954136
NV,2010-06-01,2010-06-30,monthly,ALL,TOTAL,TOTAL,,combined,basketball,2649532710,56700000,56700000,,,2592832710,3827250,,0.02140000000226455,30,False,False,NV_2010_06_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Jun-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_06_NV_2010_06_gri_p1.png,"BASKETBALL | 181 181 567 158.17 2.14 | 181 181 -3,065 -334.90 -1.85 | 181 181 41,802 23.45 5.06 |",,2026-04-01T21:20:40.954136
NV,2010-06-01,2010-06-30,monthly,ALL,TOTAL,TOTAL,,combined,baseball,9156378601,445000000,445000000,,,8711378601,30037500,,0.04859999999906076,30,False,False,NV_2010_06_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Jun-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_06_NV_2010_06_gri_p1.png,"BASEBALL | 177 177 4,450 -8.21 4.86 | 177 177 13,389 -1.91 5.23 | 177 177 21,194 14.83 4.01 |",,2026-04-01T21:20:40.954136
NV,2010-06-01,2010-06-30,monthly,ALL,TOTAL,TOTAL,,combined,parlay,17914013,9000000,9000000,,,8914013,607500,,0.5023999926761246,30,False,False,NV_2010_06_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Jun-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_06_NV_2010_06_gri_p1.png,"SPORTS PARLAY CARDS | 102 102 90 25.17 50.24 | 102 102 230 -6.61 37.43 | 102 102 19,945 -2.70 33.22 |",,2026-04-01T21:20:40.954136
NV,2010-06-01,2010-06-30,monthly,ALL,TOTAL,TOTAL,,combined,other,2418520746,402200000,402200000,,,2016320746,27148500,,0.16629999997527414,30,False,False,NV_2010_06_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Jun-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_06_NV_2010_06_gri_p1.png,"OTHER | 4,022 205.08 16.63 | 7,438 98.51 12.81 | 13,634 75.36 9.14 |",,2026-04-01T21:20:40.954136
NV,2010-07-01,2010-07-31,monthly,ALL,TOTAL,TOTAL,,combined,,10910204082,267300000,267300000,,,10642904082,18042750,,0.024499999999175084,31,False,False,NV_2010_07_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Jul-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_07_NV_2010_07_gri_p1.png,"SPORTS POOL (2) | 179 179 2,673 520.42 2.45 | 182 180 15,261 52.15 3.63 | 185 180 154,197 20.32 5.72 |",,2026-04-01T21:20:44.587488
NV,2010-07-01,2010-07-31,monthly,ALL,TOTAL,TOTAL,,combined,football,100456621,-2200000,-2200000,,,102656621,,,-0.021900000000995453,31,False,False,NV_2010_07_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Jul-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_07_NV_2010_07_gri_p1.png,"FOOTBALL | 166 166 -22 -144.49 -2.19 | 166 166 -2,247 -72.38 -139.44 | 166 166 54,252 16.83 4.76 |",,2026-04-01T21:20:44.587488
NV,2010-07-01,2010-07-31,monthly,ALL,TOTAL,TOTAL,,combined,basketball,135318851,-193100000,-193100000,,,328418851,,,-1.4269999972139875,31,False,False,NV_2010_07_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Jul-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_07_NV_2010_07_gri_p1.png,"BASKETBALL | 166 166 -1,931 -29.81 -142.70 | 166 166 -1,942 -4080.43 -2.31 | 166 166 41,247 18.92 5.00 |",,2026-04-01T21:20:44.587488
NV,2010-07-01,2010-07-31,monthly,ALL,TOTAL,TOTAL,,combined,baseball,9037572254,312700000,312700000,,,8724872254,21107250,,0.03460000000128353,31,False,False,NV_2010_07_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Jul-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_07_NV_2010_07_gri_p1.png,"BASEBALL | 177 177 3,127 192.46 3.46 | 177 177 12,044 26.80 4.37 | 177 177 23,238 27.64 4.53 |",,2026-04-01T21:20:44.587488
NV,2010-07-01,2010-07-31,monthly,ALL,TOTAL,TOTAL,,combined,parlay,15937804,8200000,8200000,,,7737804,553500,,0.5144999900864636,31,False,False,NV_2010_07_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Jul-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_07_NV_2010_07_gri_p1.png,"SPORTS PARLAY CARDS | 102 102 82 -13.71 51.45 | 102 102 265 3.02 50.31 | 102 102 19,932 -2.91 33.20 |",,2026-04-01T21:20:44.587488
NV,2010-07-01,2010-07-31,monthly,ALL,TOTAL,TOTAL,,combined,other,1626865672,141700000,141700000,,,1485165672,9564750,,0.08709999998082202,31,False,False,NV_2010_07_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Jul-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_07_NV_2010_07_gri_p1.png,"OTHER | 1,417 492.06 8.71 | 7,142 367.01 11.98 | 15,528 87.24 9.69 |",,2026-04-01T21:20:44.587488
NV,2010-08-01,2010-08-31,monthly,ALL,TOTAL,TOTAL,,combined,,10739285714,601400000,601400000,,,10137885714,40594500,,0.05600000000148986,31,False,False,NV_2010_08_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Aug-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_08_NV_2010_08_gri_p1.png,"SPORTS POOL (2) | 183 183 6,014 24.47 5.60 | 185 181 17,535 88.84 4.88 | 187 180 155,379 24.21 5.74 |",,2026-04-01T21:20:48.372382
NV,2010-08-01,2010-08-31,monthly,ALL,TOTAL,TOTAL,,combined,football,1339715874,216900000,216900000,,,1122815874,14640750,,0.16189999999955215,31,False,False,NV_2010_08_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Aug-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_08_NV_2010_08_gri_p1.png,"FOOTBALL | 179 179 2,169 -0.16 16.19 | 179 179 1,865 -8.84 12.54 | 179 179 54,249 29.43 4.77 |",,2026-04-01T21:20:48.372382
NV,2010-08-01,2010-08-31,monthly,ALL,TOTAL,TOTAL,,combined,basketball,138439306,-47900000,-47900000,,,186339306,,,-0.3460000008956994,31,False,False,NV_2010_08_gri.pdf,,,,4,,https://www.gaming.nv.gov/uploadedFiles/gamingnvgov/content/about/gaming-revenue/2010Aug-gri.pdf,https://www.gaming.nv.gov/about-us/gaming-revenue-information-gri/,NV/screenshots/NV_2010_08_NV_2010_08_gri_p1.png,"BASKETBALL | 171 171 -479 -33.42 -34.60 | 171 171 -1,843 34.68 -6.32 | 171 171 41,127 17.17 4.99 |",,2026-04-01T21:20:48.372382
